,date,user,conversation,replies number,likes number,rewteets number,cleaned_data,token_data,polarity,bert_sentiment,vader_sentiment
895,2023-02-23 15:06:16+00:00,Scienteer,"@ylecun Javascript.  I wish Javascript had become the ML orchestration language rather than Python.  While the main language is single threaded, many things are async at that level, multithreaded in implementation.  Plus with WebWorkers (another thread), WASM...",0,0,0,,,,,
896,2023-02-23 15:00:35+00:00,EduardoCsarGar1,"@ylecun Lisp!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Beautiful Lisp. My respects, Yann.",0,1,0,,,,,
897,2023-02-23 14:55:16+00:00,schue,@ylecun CMS would have advanced faster if something other than PHP... oh never mind. The world is full of mysteries.,0,0,0,,,,,
898,2023-02-23 14:32:41+00:00,RoyKishony,"@ylecun On the question of interactivity for Python, I would point to our new package Quibbler: it readily brings interactivity to any python code.
https://t.co/fojVxFGnmF",0,0,0,,,,,
899,2023-02-23 14:04:31+00:00,vinchibana,@ylecun @SaveToNotion #Thread #chatgpt,0,0,0,,,,,
900,2023-02-23 14:04:11+00:00,marccleison,"@ylecun Let me introduce you the @ChapelLanguage . It is an amazing language with excellent parallel processing support. Easy as Python, fast as C. It is worth experiment it.",0,1,0,,,,,
901,2023-02-23 13:51:33+00:00,vijayiyer312,@ylecun Struggling to agree here. I'm guessing by 2005 MATLAB I think you're meaning pre-OOP. That came quite soon after in 2008 (I was an early adopter; was essential imho to developing complex software in MATLAB). Some seminal DL applications (e.g. connectomics) were coded in MATLAB.,0,3,0,,,,,
902,2023-02-23 13:47:24+00:00,ChiefScientist,@ylecun @eulerfx Scala!,0,0,0,,,,,
903,2023-02-23 13:46:23+00:00,GafurovOleg,"@ylecun @Oumaima_elk @UM6P_officiel Jan, I really want to introduce you to PANN technology. You are a great scientist and it will definitely be interesting for you ... https://t.co/fgqxUXMiXT",0,0,0,,,,,
904,2023-02-23 13:32:41+00:00,bucket_pop,@ylecun Julia!,0,1,0,,,,,
905,2023-02-23 13:28:45+00:00,mdsumner,"@ylecun 10 years and it'll be ""esri held back progress in geo for 40 years""",0,2,0,,,,,
906,2023-02-23 13:28:26+00:00,carsondahlberg,"@ylecun Academia affects AI advancement more than language, just like every other field",0,0,0,,,,,
907,2023-02-23 13:24:10+00:00,GaryMarcus,"@ylecun just a joke; not a serious point, but elaborated below. (With sources even: Nature, Noema, Twitter 😆). 

I guess the serious question is, if you are willing to use LISP as a kind of support scaffold, why not use it in your core AI as well?",2,2,0,,,,,
908,2023-02-23 13:24:07+00:00,JonathanJRayner,"@ylecun Didn't Google have a longshot project where they

1. Narrowed it down to Swift vs. Julia
2. Decided Julia was too immature and went with Swift 
3. *years go by, Chris Lattner leaves, the TF Swift project is archived

In another timeline, maybe Julia ML is 5 years ahead.",0,0,0,,,,,
909,2023-02-23 13:20:20+00:00,hubertpaulo,@ylecun GIL is a real nuisance indeed,0,0,0,,,,,
910,2023-02-23 13:18:52+00:00,osnieltx,"@ylecun what do you mean by ""using Lisp as a front-end language""? the term front-end for me refers to languages commonly used to create front-end interfaces, like javascript. Lisp appears to be a back-end language.",0,0,0,,,,,
911,2023-02-23 13:04:32+00:00,EsmalHaj,"@ylecun Use Crystal or Julia, both have Parallelism, both don't have a GIL, Crystal is fast as C and simple as Ruby. Whatever else do you need???",0,0,0,,,,,
912,2023-02-23 13:04:25+00:00,EsmalHaj,"@ylecun Use Crystal or Julia, both have Parallelism, both don't have a GIL, Crystal is fast as C and simple as Ruby. Whatever else do you need???",0,0,0,,,,,
913,2023-02-23 13:02:45+00:00,chanep,@ylecun Agreed. I tell everyone I meet that Python sucks.,2,0,0,,,,,
914,2023-02-23 12:39:12+00:00,tarrysingh,@ylecun Really a pity that Julia never got to where we’d have wanted it.,0,0,0,,,,,
915,2023-02-23 12:34:13+00:00,samuel_abolo,"@ylecun Concerning ML, i see python as a language that acts as an interface to the tools written in C++. 

I believe the flexibility of python has actually contributed to the fast paced movement of the AI field.

Plus a compiler slows down the iterations involved in training ML models.",1,2,0,,,,,
916,2023-02-23 12:25:34+00:00,femialeex,@ylecun Interesting thought,0,0,0,,,,,
917,2023-02-23 12:19:50+00:00,Huvin_,@ylecun @OuahabiAdnane Are u planning to adopt Julia in some capacity ?,0,0,0,,,,,
918,2023-02-23 12:18:38+00:00,sirotenko_m,@ylecun As someone who did exactly that I can confirm 😄,0,0,0,,,,,
919,2023-02-23 12:09:23+00:00,ryan_c414,@ylecun Why do you care about GIL if the heavy lifting is being handled by the GPU?,0,0,0,,,,,
920,2023-02-23 11:50:14+00:00,m4h007,@ylecun 💯🎯🎯🎯🎯,0,0,0,,,,,
921,2023-02-23 11:44:27+00:00,gauravontwit,"@ylecun Python is not a front-end language, JS is the front-end language for web apps. Some GUIs can be made in Python for desktop apps, but it's much rarer even on desktops than the electron.",1,1,0,,,,,
922,2023-02-23 11:02:28+00:00,cavmarginal,@ylecun I wish control engineers could think the same,0,0,0,,,,,
923,2023-02-23 10:58:51+00:00,johndmk,@ylecun A lisp front end would be (have been) really cool ...,0,0,0,,,,,
924,2023-02-23 10:51:56+00:00,Perryman1138,@ylecun @AlmadorCharlie Is Julia’s REPL still slow?,1,0,0,,,,,
925,2023-02-23 10:51:20+00:00,AndrewJacksonZA,"@ylecun Better yet, C# for millions of Windows developers.",0,0,0,,,,,
926,2023-02-23 10:38:08+00:00,rahul_pna,"@ylecun For many use cases, The latency that comes in execution makes python a choice only for MVPs not for production.",0,0,0,,,,,
927,2023-02-23 10:36:31+00:00,HeiKo51112349,"@ylecun If we had quantum computers with perfect algorithms and a perfect database with all the data in the universe, ML would probably be a little more advanced.",0,1,0,,,,,
928,2023-02-23 10:24:39+00:00,viky_bhat,"@ylecun Scala would have been perfect, it has everything from OOPs to functional to distributed computing integration.  you can build the entire backend in scala and its portable using JVM to any system.",0,0,0,,,,,
929,2023-02-23 10:15:21+00:00,stevesmart,"@ylecun No Yann. Most libraries where speed is required are compiled down. But in any case, more speed wouldn't make progress faster. Better algorithms will.",0,0,0,,,,,
930,2023-02-23 10:10:43+00:00,ctrebbau,@ylecun Burn!,0,0,0,,,,,
931,2023-02-23 10:08:14+00:00,BroVic,@ylecun I've said this before. Julia should be the go-to language for ML.,0,0,0,,,,,
932,2023-02-23 10:00:50+00:00,scifi_fund,@ylecun thoughts of everyone ever who has never written production code,0,2,0,,,,,
933,2023-02-23 09:54:36+00:00,daloore,"@ylecun Don't you mean Cpython?

There are other pythons without gil",0,0,0,,,,,
934,2023-02-23 09:49:44+00:00,stu_axon,"@ylecun Those don't have as big a set of libraries you can easily install from pypi.
The easy interop with C is why fast libraries to do the work were already in place.",1,3,0,,,,,
935,2023-02-23 09:48:26+00:00,talithafs,"@ylecun Probably the right take. As an experienced programmer  coming from real OOP and structured languages, I feel that using Python on daily basis has had a negative impact on my skills. My productivity certainly went down, b/c Python is bloated &amp; encourages all sorts of bad practices",0,3,0,,,,,
936,2023-02-23 09:29:00+00:00,Czaki_PL,"@ylecun But python is only workflow description language in this case. So it does not impact performance.

Multithreading is hard and GIL protect most of users from most of typical problems.",0,0,0,,,,,
937,2023-02-23 09:28:07+00:00,0player,"@ylecun You mean, like, an actually good one? Lisp has been used in AI research, but fell out of favor for... some reason.",0,0,0,,,,,
938,2023-02-23 09:14:15+00:00,AndyDHigginson,"@ylecun @claycurry_ What's wrong with Matlab. Depends what you need, but the plotting functionality is second-to-none.",1,0,0,,,,,
939,2023-02-23 09:14:15+00:00,stay_upto_date,"@ylecun @OuahabiAdnane I think the reason why people chose Python was because a lot of ML developers came from statistics with a science background (other than computer science), and Python is very simple to get started for those without programming experience.",0,1,0,,,,,
940,2023-02-23 09:13:16+00:00,AndyDHigginson,@ylecun Yes to the whitespace thing. It blows my mind that the looping depends on tabs! Hideous.,0,0,0,,,,,
941,2023-02-23 08:57:47+00:00,throttlecntrl,@ylecun c,0,0,0,,,,,
942,2023-02-23 08:45:18+00:00,MathSRIsh,"@ylecun The barrier of entry for Lisp is too high.
But Julia is a strong candidate yes.",1,2,0,,,,,
943,2023-02-23 08:37:19+00:00,FNeubueser,"@ylecun #LISP?
(((((((Are-you sure?))))))",0,0,0,,,,,
944,2023-02-23 08:01:56+00:00,jrosell,"@ylecun @OuahabiAdnane People is starting to have some love for Julia.

Julia is awesome and it would be even better if it had the packages that R has and the libraries that Python has.",1,2,0,,,,,
945,2023-02-23 07:42:57+00:00,ProcelioMena,@ylecun take a look at FastAPI you may found it insteresting,0,0,0,,,,,
946,2023-02-23 07:07:25+00:00,Sam_K_G,"@ylecun What about rust?

That way systems folks can be happy too :-)",0,0,0,,,,,
947,2023-02-23 06:59:00+00:00,oanaolt,"@ylecun I wrote my undergrad thesis on echo state neural networks, big progress since then. 

In fact out of the entire CS batch at the university in Germany, only two of us chose ML, the rest didn’t want to deal with Matlab 😭

He is a researcher at Google Brain and I invest in ML",0,13,0,,,,,
948,2023-02-23 06:58:27+00:00,datamatic,@ylecun Well the semantics (grammar) of Matlab (everything is arrays) was totally different that Python where everything is a more general object. That being said Python can be replaced by a variant with comparable grammar but better perf.,1,0,0,,,,,
949,2023-02-23 06:56:27+00:00,miehrmantraut,@ylecun Umm those were available actually. Problem is that industry did what industry always does and picked a terrible language to blow up.,0,0,0,,,,,
950,2023-02-23 06:56:26+00:00,StatsLime,"@ylecun @OuahabiAdnane I have talked to dozens of ML engineers, and honestly, nobody there has ever told me they wanted Python.* Everyone is just convinced that everyone else wants Python. 

*Exception: people who don't know about newer languages like Julia or Nim.",0,1,0,,,,,
951,2023-02-23 06:54:20+00:00,mindplaydk,"@ylecun @metapgmr Julia seemed to me like the perfect successor to Python: statically typed, fast enough to write things like machine learning algorithms in the language - and the IDE/REPL looks amazing for ML and data science.

Why aren't Python users adopting?",1,4,0,,,,,
952,2023-02-23 06:49:44+00:00,Harizanov87,@ylecun Clojure!,0,0,0,,,,,
953,2023-02-23 06:43:11+00:00,leonel9723,@ylecun Is there a way to fix the GIL for python,0,1,0,,,,,
954,2023-02-23 06:43:10+00:00,farhoodetaati,@ylecun https://t.co/7Z0KCyVFl4,0,0,0,,,,,
955,2023-02-23 06:41:35+00:00,leonel9723,@ylecun Interisting. Is withespaces indentation related to other item in that list or you just included because it annoys you?,0,0,0,,,,,
956,2023-02-23 06:38:01+00:00,StatsLime,@ylecun @ylecun then use Julia! Every ML engineer and researcher I have met says this. All of them say they'd love to work in Julia and use it. But *nobody pays people to work on the Julia ecosystem*.,1,3,0,,,,,
957,2023-02-23 06:35:12+00:00,pmf,"@ylecun It had a FFI, and it was quite common to have high performance parts written in C (just like it is in Python). Licensing might have been the bigger factor.",0,0,0,,,,,
958,2023-02-23 06:25:09+00:00,fsfarimani,@ylecun @stylewarning 🤔,1,0,0,,,,,
959,2023-02-23 06:20:17+00:00,juanmirod,@ylecun Python is so easy to write and read... And the ecosystem is huge. Do you think that Julia can take some traction after so many years and work invested in making python fast and accessible in every cloud?,1,0,0,,,,,
960,2023-02-23 06:18:37+00:00,bertmorrien,@ylecun holy war again 🥱,0,0,0,,,,,
961,2023-02-23 06:16:59+00:00,al3x_jager,"@ylecun Somebody seems mad that nobody knows his prefered niche language.

Hint: grafics cards dont care about GIL.

Could it be instead, that some major papers that made training deep nets even possible are not even 10 years old? (eg. Batch Normalization 2015)",0,0,0,,,,,
962,2023-02-23 06:11:15+00:00,aneilbaboo,"@ylecun Honestly, imagine the productivity gains if Lisp were taught in elementary school. It's a global tragedy that so many people are irrationally fearful of s-expressions.",0,2,0,,,,,
963,2023-02-23 06:07:40+00:00,RolfieAscending,@ylecun A take so hot it’s wrong,0,0,0,,,,,
964,2023-02-23 06:07:04+00:00,odbol,"@ylecun I'd be happy if they just added types! I've spent hours print debugging tensorflow code just to figure out how many dimensions some tensor had, or what some intermediate output used as types",0,0,0,,,,,
965,2023-02-23 06:00:22+00:00,gyp_casino,"@ylecun Is multithreading really that important for training models?  Maybe I'm wrong, but I think parallel processing is just fine for ML and multithreading only really important for apps and operating systems.",0,0,0,,,,,
966,2023-02-23 05:59:09+00:00,rwzh_,@ylecun Hottest take: ML generated images have six fingers per hand because the AI is pining for the return of Lisp Machines. https://t.co/23QsAQGxoK,0,2,0,,,,,
967,2023-02-23 05:57:58+00:00,jaredkeithwhite,@ylecun Golang.,0,2,0,,,,,
968,2023-02-23 05:56:49+00:00,scottlegrand,@ylecun I 'member when the embedded hardware startup I joined thought it was brilliant to implement and run the debugger in lisp. My first task was to learn enough list to write a parser to emulate gdb. It only got worse from there and they died.,0,0,0,,,,,
969,2023-02-23 05:53:23+00:00,thefancyyeller,@ylecun Hottest take: Machine Learning should have used x86 assembly language and worked only on the windows subsystem for linux,0,2,1,,,,,
970,2023-02-23 05:51:20+00:00,AbhishekSiddu,"@ylecun Disagree though, In my opinion, more front-end meaning less control over models. Many people already have less control using Python.",0,0,0,,,,,
971,2023-02-23 05:33:56+00:00,life_smol,@ylecun It's just a  language. Academics focus too much on such trivia,0,1,0,,,,,
972,2023-02-23 05:31:05+00:00,MichaelDChaney,"@ylecun The parts of ML that need to be fast are written in C.  Other than that, a compiler just gets in the way of fast iteration and brings pretty much nothing of value to the table.",0,3,0,,,,,
973,2023-02-23 05:15:01+00:00,Jarvis_Alerts,"@ylecun ML as it is a black box...
Once the models are created...
Please don't say you wish there was JS spaghetti added to the mix ?",0,1,0,,,,,
974,2023-02-23 05:12:36+00:00,rzykov,"@ylecun Tried to work with NN from Scala, but it’s a pain. As typical NN was written in C/C++. There was a GitHub project DeepLearning4j",0,1,0,,,,,
975,2023-02-23 05:07:00+00:00,civomarva,"@ylecun ""isn't bloated"" is a feature which is hard to retain indefinitely",0,0,0,,,,,
976,2023-02-23 05:03:35+00:00,theabhimanyu,@ylecun I don't know LISP but I work in julia as my primary language at work. I have heard Julia took a lot of ideas from LISP. I like julia that means I will also like LISP,0,1,0,,,,,
977,2023-02-23 05:02:01+00:00,youknowjamest,@ylecun actually what happened to s4tf?,0,0,0,,,,,
978,2023-02-23 04:57:38+00:00,tejasybhakta,"@ylecun assuming current adoption numbers, yes, but with barrier to entry of julia/lisp very doubtful those numbers are possible",0,0,0,,,,,
979,2023-02-23 04:57:11+00:00,zymbaluk,@ylecun How exactly does caring about white space slow down ML research?,0,0,0,,,,,
980,2023-02-23 04:50:24+00:00,JRAnaraki,"@ylecun During my bachelor's, I didn't have access to MATLAB (at it was not very inclusive in my geographical region at the time) so I implemented SOM networks for hand-written digits recognition using C#, and MS SQL Express as the database.",0,1,0,,,,,
981,2023-02-23 04:45:01+00:00,aeyakovenko,@ylecun Lol. Lisp and developer adoption don’t mix,2,13,1,,,,,
982,2023-02-23 04:38:18+00:00,cstarkjp,"@ylecun Sorry, you blew all your credibility by claiming that everyone coding in Lisp would have made ML progress faster",0,0,0,,,,,
983,2023-02-23 04:33:43+00:00,_anirban_,@ylecun What about R?,0,0,0,,,,,
984,2023-02-23 04:20:38+00:00,jogitanikella,"@ylecun I wish people would use C# more. Of all the languages, I love the clean box style of C# code. Coding in C# feels like there are no loose ends.",0,1,0,,,,,
985,2023-02-23 04:15:39+00:00,MStopaCA,@ylecun I can't see how a language being compilable is anything but a disadvantage here. Execution speed matters for ML experimentation?,1,0,0,,,,,
986,2023-02-23 04:14:25+00:00,juicedpotato,"@ylecun Surely this is some kind of bait, you can not believe this",0,0,0,,,,,
987,2023-02-23 04:06:28+00:00,jasonfi,"@ylecun That's Nim. It wasn't ready yet, and is still struggling to gain widespread use.",0,0,1,,,,,
988,2023-02-23 03:36:05+00:00,NomadicQuantum,@ylecun Why is Sydney a narcissist?,0,0,0,,,,,
989,2023-02-23 03:35:08+00:00,stan_yurin,@ylecun Matlab guys are only on paper: CV was simply useless (except VERY niche robotics) until advanced mobile devices came to mass market,0,0,0,,,,,
990,2023-02-23 03:25:02+00:00,partha_mitra,"@ylecun MATLAB started as a wrapper for linear algebra routines, and a proficient coder could always write efficient code to prototype, visualize and analyze data. Good workpersons do not quarrel with their tools :)",0,6,0,,,,,
991,2023-02-23 03:22:40+00:00,jonanthrax,@ylecun #UseFortran 👌✨,0,0,0,,,,,
992,2023-02-23 03:18:23+00:00,xiaowang1984,@ylecun Didn't they need Moores law to catch up before any of this mattered?,0,0,0,,,,,
993,2023-02-23 03:09:21+00:00,hugovictorw,@ylecun Ruby would also make a nicer language if “being amicable” is such a mandatory requirement.,0,0,0,,,,,
994,2023-02-23 03:09:10+00:00,srwalter,@ylecun I don't get the hate for Python and whitespace. Like would you not indent your code if the language didn't make you?,2,3,0,,,,,
995,2023-02-23 03:08:53+00:00,colleagula,@ylecun https://t.co/G5lg7NpFRj,0,10,1,,,,,
996,2023-02-23 03:04:34+00:00,vinodgansan,"@ylecun Curious: How much of this “held back progress” could’ve been because of absence of good GPUs. Put another way, do you think the AlexNet moment would’ve occurred much earlier, say with 2007s GPU capabilities with the existence of a better front-end language?",2,10,0,,,,,
997,2023-02-23 02:51:27+00:00,jwarner308,@ylecun https://t.co/fHw08a18n2,0,0,0,,,,,
998,2023-02-23 02:47:15+00:00,GauravML,@ylecun Lua held back Torch's adoption too in some way. Now all we know is PyTorch :),0,2,0,,,,,
999,2023-02-23 02:46:51+00:00,amit_ai_mldl,@ylecun Always been a fan of #LISP. My first language that I learnt.,0,1,0,,,,,
1000,2023-02-23 02:46:32+00:00,ZainulA40877140,"@ylecun Adopting  Julia  when  calculus are heavy is prudent.

      Julia syntax is more readable than Python and have 
        no performance issue.

        Big  data is to  conquer  Julia in  next years.

        Many  data scientists will have to learn it.",0,0,0,,,,,
1001,2023-02-23 02:43:50+00:00,augustradjoe,@ylecun What about compilers that use python syntax but work much faster?,0,1,0,,,,,
1002,2023-02-23 02:32:53+00:00,maitas44,@ylecun @tunguz is right,0,0,0,,,,,
1003,2023-02-23 02:24:38+00:00,furstamundmund,@ylecun Or OCaml,0,0,0,,,,,
1004,2023-02-23 02:03:20+00:00,TalhaIrf,@ylecun @MarkSchmidtUBC Very true. Can never understand why didn't Microsoft invest in C# for ML. Such a beautiful language. Python is a mess.,0,0,0,,,,,
1005,2023-02-23 01:54:14+00:00,alvgaona,@ylecun Julia is a great alternative.,0,2,0,,,,,
1006,2023-02-23 01:40:33+00:00,rspadim,@ylecun Maybe writing what computer should do is artificial intelligence too kk,0,0,0,,,,,
1007,2023-02-23 01:31:12+00:00,tensorix,@ylecun @OuahabiAdnane Of course they would want Python when you cite the white-space rules as a drawback of it. They rightly won't take you serious.,1,0,0,,,,,
1008,2023-02-23 01:29:37+00:00,xxonnn,"@ylecun @OuahabiAdnane Why Lua,?",0,0,0,,,,,
1009,2023-02-23 01:18:47+00:00,aertherks,@ylecun Julia is good in many ways but it's design patterns inherently encourage massive over-engineering making it not as natural a language for experimentation as Python. It is also full of syntactic quirks.,2,0,0,,,,,
1010,2023-02-23 01:13:41+00:00,valkantchev,"@ylecun The language really doesn't matter. It's the ecosystem (of ready to use packages and frameworks, and developers) that exists around it. Python comes with a huge ecosystem. I think the only other language like that is JavaScript.",1,3,0,,,,,
1011,2023-02-23 01:12:57+00:00,TechnoPhobe01,"@ylecun The problem here to me at least is that we will never know as we exist in environment where the hot take didn’t happen. Chuckle.

Stay safe and well.",0,0,0,,,,,
1012,2023-02-23 01:12:40+00:00,olivia_p_walker,@ylecun I like your posts.,0,0,0,,,,,
1013,2023-02-23 01:11:26+00:00,BethCarey12,"@ylecun Even Hotter take: the human machine interface would have advance faster if we had focused sooner on Understanding AI instead of Generative AI, to create factual, non-toxic and explainable systems https://t.co/iVczNFiMlL",0,3,0,,,,,
1014,2023-02-23 01:10:58+00:00,TechnoPhobe01,"@ylecun @claycurry_ Personally, I rather like Matlab.",0,0,0,,,,,
1015,2023-02-23 01:07:28+00:00,_onlyphantom,"@ylecun @TensorFlow at one point were pretty serious about Swift for Tensorflow w/ their best engineers on the project;  differentiable programming for gradient ops sounds like such a big win. Swift is also a better language.  https://t.co/zs5H2IhyDZ (safe, auto-diff, typed, faster)",0,0,0,,,,,
1016,2023-02-23 01:07:28+00:00,francisconog_,"@ylecun Idk, Julia was released in 2011, Python was already widely used when no one knew a thing about Julia. If it was released in 2001... well, it would have dominate everything. About lisp, I do love Clojure, but it's not something trivial for a C inspired world.",1,0,0,,,,,
1017,2023-02-23 01:02:15+00:00,EddieBurger7,"@ylecun Outside of your comfortable little nest, there are people who don't just write software, they also have to scale it, test it, repair it, expand it, and be accountable for it. That's why we use Python.",0,1,0,,,,,
1018,2023-02-23 00:50:24+00:00,doctorcube,@ylecun And he was doing so well until he said Julia and Lisp... LOL,0,0,0,,,,,
1019,2023-02-23 00:50:09+00:00,EddieBurger7,"@ylecun Disagree. Lack of a GIL encourages poor architectural choices.  Prototype in Python, and optimize with C where necessary. You are thinking about efficiency of execution, but should be thinking about efficiency of creation.  AI will write the best Python you have ever seen.",0,0,0,,,,,
1020,2023-02-23 00:48:20+00:00,andrestesti,"@ylecun I chose Python for an introductory programming course. I did my decision based on adoption and popularity. I hated it. It is the worst first programming language. Inconsistencies, ambiguities, confusing syntax. If you have to introduce people to programming, trust me, use a Lisp.",1,5,0,,,,,
1021,2023-02-23 00:43:33+00:00,stelloprint,"@ylecun Python is undoubtedly both multi-threaded and multi-process.

I do agree with the nuisance of white spacing.

https://t.co/p1SJ8MK8on",0,0,0,,,,,
1022,2023-02-23 00:37:31+00:00,jbarrieault,@ylecun too hot,0,0,0,,,,,
1023,2023-02-23 00:30:21+00:00,ILikeCommas,@ylecun Hottest take: our society would have advanced much faster without the bloated and corrupted means of organization and exchange we have in bank-controlled oligarchy.,0,0,0,,,,,
1024,2023-02-23 00:17:51+00:00,SnstrMephisto,@ylecun Julia is magic,0,0,0,,,,,
1025,2023-02-23 00:12:13+00:00,JamesOngTweets,@ylecun Endorse LISP or Prolog …,0,0,0,,,,,
1026,2023-02-23 00:02:16+00:00,JoshBaker2,"@ylecun I remember in my undergrad talking to a certain electric car company working on self driving cars who had two teams: their researchers, who would make their models in Matlab, then their engineers who would re-implement it in a better language. Just felt so wasteful!",1,1,1,,,,,
1027,2023-02-22 23:58:56+00:00,whunterknight,@ylecun Booooooomerrrrr,0,0,0,,,,,
1028,2023-02-22 23:53:37+00:00,Pascallisch,@ylecun Julia when?,0,1,0,,,,,
1029,2023-02-22 23:36:32+00:00,P3b7_,"@ylecun The important part is ""and widely adopted""...",0,0,0,,,,,
1030,2023-02-22 23:36:07+00:00,youneshenniphd,@ylecun How about JavaScript?,0,0,0,,,,,
1031,2023-02-22 23:29:31+00:00,JayBarlowBot,@ylecun I’ll side with the godfather of CNNs,0,0,0,,,,,
1032,2023-02-22 23:23:11+00:00,joezott,@ylecun Clearly ML needed Forth,0,0,0,,,,,
1033,2023-02-22 23:17:36+00:00,OR13b,@ylecun Do you actually like Julia and Lisp or are you trolling?,0,2,0,,,,,
1034,2023-02-22 23:08:33+00:00,charlesjavelona,@ylecun Could port to Web assembly ?,0,0,0,,,,,
1035,2023-02-22 23:03:58+00:00,SheerPriya,@ylecun OMG so LISP might have helped? Formally learning LISP (awesome syntax less language) as an undergrad @MIT I felt really handicapped me for later - when I had to learn other programming languages...disliked most other languages,1,4,0,,,,,
1036,2023-02-22 22:55:25+00:00,roalva1,@ylecun I use R,0,0,0,,,,,
1037,2023-02-22 22:44:42+00:00,mael_p,"@ylecun Well it's just that data processing and cleaning is a huge part of a ML pipeline, and python-like languages are very convenient for this 😉",0,2,0,,,,,
1038,2023-02-22 22:36:12+00:00,nosocialengine,@ylecun LUAJIT ARM WEN,0,0,0,,,,,
1039,2023-02-22 22:34:42+00:00,JoelKreager,"@ylecun @johnmyleswhite Julia maybe. It's basically BASIC by way of matlab. Lisp is a functional language. The first time you run into those you are in a state of total confusion, (unless you are a member of those  enlightened Elect of programming).",0,0,0,,,,,
1040,2023-02-22 22:33:20+00:00,PAF_Kontrol,"@ylecun 100% agree. C# has scripting &amp; easiest to deploy, to port c /C++ or java to it, but Julia has scripting, and more science datatypes, LLVM. in 2023 i can't voice cmd my OS/ apps handsfree?. so a small domain-specific not LLM wih À Priori predicate calc. https://t.co/itnlxlZ1sp",0,0,0,,,,,
1041,2023-02-22 22:30:21+00:00,franciscojarceo,"@ylecun @OuahabiAdnane curious why folks hated Lua, the JIT is nice!",1,0,0,,,,,
1042,2023-02-22 22:22:28+00:00,DrBenSinclair,@ylecun Quite happy at the current pace and for the singularity to happen in the last 10 years of my life.,0,0,0,,,,,
1043,2023-02-22 22:15:37+00:00,ReisparT,@ylecun Interesting take,0,0,0,,,,,
1044,2023-02-22 22:10:22+00:00,JonathanSumDL,@ylecun Hey @ylecun. How about Kotlin? It is also a UI language for Android. @kotlin,0,1,0,,,,,
1045,2023-02-22 22:09:27+00:00,BldrInvstTech,"@ylecun 1984 -&gt; MATLAB
1991 -&gt; Python
1996 -&gt; OCaml
1997 -&gt; F#
2005 -&gt; Clojure
2012 -&gt; Julia

the assumption is that there were such languages available in 1991! https://t.co/uQkb2Rd840",0,3,0,,,,,
1046,2023-02-22 22:05:10+00:00,Charlie02179267,@ylecun Someone really hates Matlab.,1,0,0,,,,,
1047,2023-02-22 22:00:21+00:00,pitsch,"@ylecun or brainsim, a KNN in c64 BASIC. https://t.co/LdjslVlFo4",0,0,0,,,,,
1048,2023-02-22 21:59:54+00:00,ramramanathan1,@ylecun One of the biggest shifts in dev productivity was the shift away Point to click dev tools like VS Studio or Informatica to codeable workstreams like VS Code or just phython - massive shift in productivity and innovation and less stuffing square peg into circle,0,1,0,,,,,
1049,2023-02-22 21:55:08+00:00,ramramanathan1,"@ylecun I am not sure Lisp or Julia had the level of adoption necessary for growing the ML Ecosystem, outside of Research community. Python was already used by large number of data processing and data analysis folks.",0,0,0,,,,,
1050,2023-02-22 21:50:14+00:00,kelvindotchan,"@ylecun How does this look like? Any sample (or pseudo) code where lisp is frontend to a DL sys? Jax looks very “functional”, so i guess it is not out of q to use lisp?",0,0,0,,,,,
1051,2023-02-22 21:42:02+00:00,valfardsstat,@ylecun Yeh Julia,0,0,0,,,,,
1052,2023-02-22 21:41:37+00:00,VictorSenkevich,"@ylecun 1. Fully compiled languages have long been an anachronism 
2. Interpreted languages have their undoubted advantages
3. The costs of processor time for interpretation can be neglected, they are uncritical.
4. I believe the ""problem of white spaces"" can also be neglected 😎",0,0,0,,,,,
1053,2023-02-22 21:34:07+00:00,DrElectronX,@ylecun I would prefer BASIC. I developed a lisp last time I spent weeks writing in LISP. Actually I would prefer assembly language over LISP.,0,0,0,,,,,
1054,2023-02-22 21:25:09+00:00,Bangkoboi,@ylecun Technically not true. Python's ideas of freedom and flexibility on what it's used for is why everyone wants it. Want it faster? Make a C/Rust wrapper. Don't want GIL? Use Pypy.,0,0,0,,,,,
1055,2023-02-22 21:18:20+00:00,patrickmesana,"@ylecun Yep, another ridiculous mockery by @GaryMarcus. Like advocating for DL is incompatible with finding Lisp simple and elegant...",0,0,0,,,,,
1056,2023-02-22 21:17:30+00:00,OnlyFeatures,@ylecun Lisp is hard to use.,0,0,0,,,,,
1057,2023-02-22 21:15:07+00:00,trobuling,"@ylecun LISP has had its day. May as well ask for Perl or TCL.

There's a lot I dislike about Python, but there's a lot I dislike about all of them. Python is good enough.",1,0,0,,,,,
1058,2023-02-22 21:08:42+00:00,math_dandy,"@ylecun Sourceforge, how quaint.",0,0,0,,,,,
1059,2023-02-22 21:05:37+00:00,bryan_fyas,"@ylecun Python: Arrays is all you need ML.

Arrays are the most important data entities in machine learning.",1,2,0,,,,,
1060,2023-02-22 21:05:20+00:00,KaylynnMorgan2,"@ylecun python's litany of sins is Immense but i don't think semantic whitespace is really one of them. w.r.t scientific computing + ML, lots of issues that i've seen stem from poorly designed tools/libraries that aren't documented well. the same issues are pervasive in the stdlib too",0,0,0,,,,,
